dates,results,locations,game_nums,opponent,date_diff,rest,opp_date_diff,opp_rest,rest_diff,abbrv
2016-11-28,Win,Home,17,PHI,3,2,2.0,1.0,1.0,TOR
2016-11-30,Win,Home,18,MEM,2,1,2.0,1.0,0.0,TOR
2016-12-02,Win,Home,19,LAL,2,1,2.0,1.0,0.0,TOR
2016-12-03,Win,Home,20,ATL,1,0,2.0,1.0,-1.0,TOR
2016-12-05,Loss,Home,21,CLE,2,1,2.0,1.0,0.0,TOR
2016-12-08,Win,Home,22,MIN,3,2,2.0,1.0,1.0,TOR
2016-12-09,Win,Away,23,BOS,1,0,2.0,1.0,-1.0,TOR
2016-12-12,Win,Home,24,MIL,3,2,3.0,2.0,0.0,TOR
2016-12-14,Win,Away,25,PHI,2,1,3.0,2.0,-1.0,TOR
2016-12-16,Loss,Home,26,ATL,2,1,3.0,2.0,-1.0,TOR
2016-12-18,Win,Away,27,ORL,2,1,1.0,0.0,1.0,TOR
2016-12-20,Win,Home,28,BRK,2,1,2.0,1.0,0.0,TOR
2016-12-23,Win,Away,29,UTA,3,2,2.0,1.0,1.0,TOR
2016-12-26,Win,Away,30,POR,3,2,3.0,2.0,0.0,TOR
2016-12-28,Loss,Away,31,GSW,2,1,1.0,0.0,1.0,TOR
2016-12-29,Loss,Away,32,PHO,1,0,2.0,1.0,-1.0,TOR
2017-01-01,Win,Away,33,LAL,3,2,1.0,0.0,2.0,TOR
2017-01-03,Loss,Away,34,SAS,2,1,2.0,1.0,0.0,TOR
2017-01-05,Win,Home,35,UTA,2,1,2.0,1.0,0.0,TOR
2017-01-07,Loss,Away,36,CHI,2,1,2.0,1.0,0.0,TOR
2017-01-08,Loss,Home,37,HOU,1,0,3.0,2.0,-2.0,TOR
2017-01-10,Win,Home,38,BOS,2,1,3.0,2.0,-1.0,TOR
2017-01-13,Win,Home,39,BRK,3,2,1.0,0.0,2.0,TOR
2017-01-15,Win,Home,40,NYK,2,1,1.0,0.0,1.0,TOR
2017-01-17,Win,Away,41,BRK,2,1,2.0,1.0,0.0,TOR
2017-01-18,Loss,Away,42,PHI,1,0,1.0,0.0,0.0,TOR
2017-01-20,Loss,Away,43,CHO,2,1,2.0,1.0,0.0,TOR
2017-01-22,Loss,Home,44,PHO,2,1,1.0,0.0,1.0,TOR
2017-01-24,Loss,Home,45,SAS,2,1,1.0,0.0,1.0,TOR
2017-01-25,Loss,Away,46,MEM,1,0,1.0,0.0,0.0,TOR
2017-01-27,Win,Home,47,MIL,2,1,1.0,0.0,1.0,TOR
2017-01-29,Loss,Home,48,ORL,2,1,3.0,2.0,-1.0,TOR
2017-01-31,Win,Home,49,NOP,2,1,2.0,1.0,0.0,TOR
2017-02-01,Loss,Away,50,BOS,1,0,2.0,1.0,-1.0,TOR
2017-02-03,Loss,Away,51,ORL,2,1,2.0,1.0,0.0,TOR
2017-02-05,Win,Away,52,BRK,2,1,2.0,1.0,0.0,TOR
2017-02-06,Win,Home,53,LAC,1,0,2.0,1.0,-1.0,TOR
2017-02-08,Loss,Away,54,MIN,2,1,2.0,1.0,0.0,TOR
2017-02-12,Loss,Home,55,DET,4,3,2.0,1.0,2.0,TOR
2017-02-14,Loss,Away,56,CHI,2,1,2.0,1.0,0.0,TOR
2017-02-15,Win,Home,57,CHO,1,0,8.0,7.0,-7.0,TOR
2017-02-24,Win,Home,58,BOS,9,8,8.0,7.0,1.0,TOR
2017-02-26,Win,Home,59,POR,2,1,2.0,1.0,0.0,TOR
2017-02-27,Win,Away,60,NYK,1,0,2.0,1.0,-1.0,TOR
2017-03-01,Loss,Home,61,WAS,2,1,2.0,1.0,0.0,TOR
2017-03-03,Win,Away,62,WAS,2,1,2.0,1.0,0.0,TOR
2017-03-04,Loss,Away,63,MIL,1,0,2.0,1.0,-1.0,TOR
2017-03-08,Win,Away,64,NOP,4,3,1.0,0.0,3.0,TOR
2017-03-10,Loss,Away,65,ATL,2,1,2.0,1.0,0.0,TOR
2017-03-11,Loss,Away,66,MIA,1,0,3.0,2.0,-2.0,TOR
2017-03-13,Win,Home,67,DAL,2,1,2.0,1.0,0.0,TOR
2017-03-16,Loss,Home,68,OKC,3,2,2.0,1.0,1.0,TOR
2017-03-17,Win,Away,69,DET,1,0,2.0,1.0,-1.0,TOR
2017-03-19,Win,Home,70,IND,2,1,1.0,0.0,1.0,TOR
2017-03-21,Win,Home,71,CHI,2,1,3.0,2.0,-1.0,TOR
2017-03-23,Win,Away,72,MIA,2,1,2.0,1.0,0.0,TOR
2017-03-25,Win,Away,73,DAL,2,1,2.0,1.0,0.0,TOR
2017-03-27,Win,Home,74,ORL,2,1,3.0,2.0,-1.0,TOR
2017-03-29,Loss,Home,75,CHO,2,1,1.0,0.0,1.0,TOR
2017-03-31,Win,Home,76,IND,2,1,2.0,1.0,0.0,TOR
2017-04-02,Win,Home,77,PHI,2,1,2.0,1.0,0.0,TOR
2017-04-04,Loss,Away,78,IND,2,1,2.0,1.0,0.0,TOR
2017-04-05,Win,Away,79,DET,1,0,2.0,1.0,-1.0,TOR
2017-04-07,Win,Home,80,MIA,2,1,1.0,0.0,1.0,TOR
2017-04-09,Win,Away,81,NYK,2,1,2.0,1.0,0.0,TOR
2017-04-12,Win,Away,82,CLE,3,2,2.0,1.0,1.0,TOR
2016-10-26,Win,Home,1,BRK,10,9,10.0,9.0,0.0,BOS
2016-10-27,Loss,Away,2,CHI,1,0,2.0,1.0,-1.0,BOS
2016-10-29,Win,Away,3,CHO,2,1,1.0,0.0,1.0,BOS
2016-11-02,Win,Home,4,CHI,4,3,2.0,1.0,2.0,BOS
2016-11-03,Loss,Away,5,CLE,1,0,2.0,1.0,-1.0,BOS
2016-11-06,Loss,Home,6,DEN,3,2,1.0,0.0,2.0,BOS
2016-11-09,Loss,Away,7,WAS,3,2,2.0,1.0,1.0,BOS
2016-11-11,Win,Home,8,NYK,2,1,2.0,1.0,0.0,BOS
2016-11-12,Win,Away,9,IND,1,0,2.0,1.0,-1.0,BOS
2016-11-14,Loss,Away,10,NOP,2,1,2.0,1.0,0.0,BOS
2016-11-16,Win,Home,11,DAL,2,1,2.0,1.0,0.0,BOS
2016-11-18,Loss,Home,12,GSW,2,1,2.0,1.0,0.0,BOS
2016-11-19,Win,Away,13,DET,1,0,2.0,1.0,-1.0,BOS
2016-11-21,Win,Away,14,MIN,2,1,2.0,1.0,0.0,BOS
2016-11-23,Win,Away,15,BRK,2,1,2.0,1.0,0.0,BOS
2016-11-25,Loss,Home,16,SAS,2,1,2.0,1.0,0.0,BOS
2016-11-28,Win,Away,17,MIA,3,2,2.0,1.0,1.0,BOS
2016-11-30,Loss,Home,18,DET,2,1,1.0,0.0,1.0,BOS
2016-12-02,Win,Home,19,SAC,2,1,4.0,3.0,-2.0,BOS
2016-12-03,Win,Away,20,PHI,1,0,1.0,0.0,0.0,BOS
2016-12-05,Loss,Away,21,HOU,2,1,3.0,2.0,-1.0,BOS
2016-12-07,Win,Away,22,ORL,2,1,2.0,1.0,0.0,BOS
2016-12-09,Loss,Home,23,TOR,2,1,1.0,0.0,1.0,BOS
2016-12-11,Loss,Away,24,OKC,2,1,2.0,1.0,0.0,BOS
2016-12-14,Loss,Away,25,SAS,3,2,4.0,3.0,-1.0,BOS
2016-12-16,Win,Home,26,CHO,2,1,2.0,1.0,0.0,BOS
2016-12-18,Win,Away,27,MIA,2,1,2.0,1.0,0.0,BOS
2016-12-20,Win,Away,28,MEM,2,1,2.0,1.0,0.0,BOS
2016-12-22,Win,Away,29,IND,2,1,2.0,1.0,0.0,BOS
2016-12-23,Loss,Home,30,OKC,1,0,2.0,1.0,-1.0,BOS
2016-12-25,Win,Away,31,NYK,2,1,3.0,2.0,-1.0,BOS
2016-12-27,Win,Home,32,MEM,2,1,2.0,1.0,0.0,BOS
2016-12-29,Loss,Away,33,CLE,2,1,2.0,1.0,0.0,BOS
2016-12-30,Win,Home,34,MIA,1,0,1.0,0.0,0.0,BOS
2017-01-03,Win,Home,35,UTA,4,3,2.0,1.0,2.0,BOS
2017-01-06,Win,Home,36,PHI,3,2,3.0,2.0,0.0,BOS
2017-01-07,Win,Home,37,NOP,1,0,3.0,2.0,-2.0,BOS
2017-01-10,Loss,Away,38,TOR,3,2,2.0,1.0,1.0,BOS
2017-01-11,Win,Home,39,WAS,1,0,3.0,2.0,-2.0,BOS
2017-01-13,Win,Away,40,ATL,2,1,2.0,1.0,0.0,BOS
2017-01-16,Win,Home,41,CHO,3,2,3.0,2.0,0.0,BOS
2017-01-18,Loss,Home,42,NYK,2,1,1.0,0.0,1.0,BOS
2017-01-21,Loss,Home,43,POR,3,2,3.0,2.0,0.0,BOS
2017-01-24,Loss,Away,44,WAS,3,2,2.0,1.0,1.0,BOS
2017-01-25,Win,Home,45,HOU,1,0,1.0,0.0,0.0,BOS
2017-01-27,Win,Home,46,ORL,2,1,2.0,1.0,0.0,BOS
2017-01-28,Win,Away,47,MIL,1,0,1.0,0.0,0.0,BOS
2017-01-30,Win,Home,48,DET,2,1,2.0,1.0,0.0,BOS
2017-02-01,Win,Home,49,TOR,2,1,2.0,1.0,0.0,BOS
2017-02-03,Win,Home,50,LAL,2,1,1.0,0.0,1.0,BOS
2017-02-05,Win,Home,51,LAC,2,1,3.0,2.0,-1.0,BOS
2017-02-08,Loss,Away,52,SAC,3,2,2.0,1.0,1.0,BOS
2017-02-09,Win,Away,53,POR,1,0,2.0,1.0,-1.0,BOS
2017-02-11,Win,Away,54,UTA,2,1,1.0,0.0,1.0,BOS
2017-02-13,Win,Away,55,DAL,2,1,2.0,1.0,0.0,BOS
2017-02-15,Win,Home,56,PHI,2,1,2.0,1.0,0.0,BOS
2017-02-16,Loss,Away,57,CHI,1,0,2.0,1.0,-1.0,BOS
2017-02-24,Loss,Away,58,TOR,8,7,9.0,8.0,-1.0,BOS
2017-02-26,Win,Away,59,DET,2,1,3.0,2.0,-1.0,BOS
2017-02-27,Loss,Home,60,ATL,1,0,2.0,1.0,-1.0,BOS
2017-03-01,Win,Home,61,CLE,2,1,1.0,0.0,1.0,BOS
2017-03-03,Win,Away,62,LAL,2,1,3.0,2.0,-1.0,BOS
2017-03-05,Loss,Away,63,PHO,2,1,2.0,1.0,0.0,BOS
2017-03-06,Loss,Away,64,LAC,1,0,2.0,1.0,-1.0,BOS
2017-03-08,Win,Away,65,GSW,2,1,2.0,1.0,0.0,BOS
2017-03-10,Loss,Away,66,DEN,2,1,1.0,0.0,1.0,BOS
2017-03-12,Win,Home,67,CHI,2,1,1.0,0.0,1.0,BOS
2017-03-15,Win,Home,68,MIN,3,2,2.0,1.0,1.0,BOS
2017-03-17,Win,Away,69,BRK,2,1,2.0,1.0,0.0,BOS
2017-03-19,Loss,Away,70,PHI,2,1,1.0,0.0,1.0,BOS
2017-03-20,Win,Home,71,WAS,1,0,2.0,1.0,-1.0,BOS
2017-03-22,Win,Home,72,IND,2,1,2.0,1.0,0.0,BOS
2017-03-24,Win,Home,73,PHO,2,1,1.0,0.0,1.0,BOS
2017-03-26,Win,Home,74,MIA,2,1,2.0,1.0,0.0,BOS
2017-03-29,Loss,Home,75,MIL,3,2,1.0,0.0,2.0,BOS
2017-03-31,Win,Home,76,ORL,2,1,2.0,1.0,0.0,BOS
2017-04-02,Win,Away,77,NYK,2,1,2.0,1.0,0.0,BOS
2017-04-05,Loss,Home,78,CLE,3,2,1.0,0.0,2.0,BOS
2017-04-06,Loss,Away,79,ATL,1,0,1.0,0.0,0.0,BOS
2017-04-08,Win,Away,80,CHO,2,1,3.0,2.0,-1.0,BOS
2017-04-10,Win,Home,81,BRK,2,1,2.0,1.0,0.0,BOS
2017-04-12,Win,Home,82,MIL,2,1,2.0,1.0,0.0,BOS
2016-10-26,Loss,Away,1,MEM,10,9,10.0,9.0,0.0,MIN
2016-10-29,Loss,Away,2,SAC,3,2,1.0,0.0,2.0,MIN
2016-11-01,Win,Home,3,MEM,3,2,1.0,0.0,2.0,MIN
2016-11-03,Loss,Home,4,DEN,2,1,3.0,2.0,-1.0,MIN
2016-11-05,Loss,Away,5,OKC,2,1,1.0,0.0,1.0,MIN
2016-11-08,Loss,Away,6,BRK,3,2,2.0,1.0,1.0,MIN
2016-11-09,Win,Away,7,ORL,1,0,2.0,1.0,-1.0,MIN
2016-11-12,Loss,Home,8,LAC,3,2,2.0,1.0,1.0,MIN
2016-11-13,Win,Home,9,LAL,1,0,2.0,1.0,-1.0,MIN
2016-11-15,Loss,Home,10,CHO,2,1,2.0,1.0,0.0,MIN
2016-11-17,Win,Home,11,PHI,2,1,2.0,1.0,0.0,MIN
2016-11-19,Loss,Away,12,MEM,2,1,2.0,1.0,0.0,MIN
2016-11-21,Loss,Home,13,BOS,2,1,1.0,0.0,1.0,MIN
2016-11-23,Loss,Away,14,NOP,2,1,1.0,0.0,1.0,MIN
2016-11-25,Win,Away,15,PHO,2,1,2.0,1.0,0.0,MIN
2016-11-26,Loss,Away,16,GSW,1,0,2.0,1.0,-1.0,MIN
2016-11-28,Loss,Home,17,UTA,2,1,2.0,1.0,0.0,MIN
2016-11-30,Loss,Home,18,NYK,2,1,2.0,1.0,0.0,MIN
2016-12-02,Loss,Away,19,NYK,2,1,2.0,1.0,0.0,MIN
2016-12-03,Win,Away,20,CHO,1,0,2.0,1.0,-1.0,MIN
2016-12-06,Loss,Home,21,SAS,3,2,3.0,2.0,0.0,MIN
2016-12-08,Loss,Away,22,TOR,2,1,3.0,2.0,-1.0,MIN
2016-12-09,Loss,Home,23,DET,1,0,2.0,1.0,-1.0,MIN
2016-12-11,Loss,Home,24,GSW,2,1,2.0,1.0,0.0,MIN
2016-12-13,Win,Away,25,CHI,2,1,2.0,1.0,0.0,MIN
2016-12-17,Loss,Home,26,HOU,4,3,2.0,1.0,2.0,MIN
2016-12-19,Win,Home,27,PHO,2,1,2.0,1.0,0.0,MIN
2016-12-21,Win,Away,28,ATL,2,1,2.0,1.0,0.0,MIN
2016-12-23,Loss,Home,29,SAC,2,1,1.0,0.0,1.0,MIN
2016-12-25,Loss,Away,30,OKC,2,1,2.0,1.0,0.0,MIN
2016-12-26,Win,Home,31,ATL,1,0,3.0,2.0,-2.0,MIN
2016-12-28,Loss,Away,32,DEN,2,1,2.0,1.0,0.0,MIN
2016-12-30,Win,Home,33,MIL,2,1,2.0,1.0,0.0,MIN
2017-01-01,Loss,Home,34,POR,2,1,2.0,1.0,0.0,MIN
2017-01-03,Loss,Away,35,PHI,2,1,2.0,1.0,0.0,MIN
2017-01-06,Loss,Away,36,WAS,3,2,2.0,1.0,1.0,MIN
2017-01-07,Loss,Home,37,UTA,1,0,2.0,1.0,-1.0,MIN
2017-01-09,Win,Home,38,DAL,2,1,2.0,1.0,0.0,MIN
2017-01-11,Win,Home,39,HOU,2,1,2.0,1.0,0.0,MIN
2017-01-13,Win,Home,40,OKC,2,1,2.0,1.0,0.0,MIN
2017-01-15,Loss,Away,41,DAL,2,1,2.0,1.0,0.0,MIN
2017-01-17,Loss,Away,42,SAS,2,1,2.0,1.0,0.0,MIN
2017-01-19,Win,Away,43,LAC,2,1,2.0,1.0,0.0,MIN
2017-01-22,Win,Home,44,DEN,3,2,2.0,1.0,1.0,MIN
2017-01-24,Win,Away,45,PHO,2,1,2.0,1.0,0.0,MIN
2017-01-26,Loss,Home,46,IND,2,1,1.0,0.0,1.0,MIN
2017-01-28,Win,Home,47,BRK,2,1,1.0,0.0,1.0,MIN
2017-01-30,Win,Home,48,ORL,2,1,3.0,2.0,-1.0,MIN
2017-02-01,Loss,Away,49,CLE,2,1,3.0,2.0,-1.0,MIN
2017-02-03,Loss,Away,50,DET,2,1,2.0,1.0,0.0,MIN
2017-02-04,Loss,Home,51,MEM,1,0,2.0,1.0,-1.0,MIN
2017-02-06,Loss,Home,52,MIA,2,1,2.0,1.0,0.0,MIN
2017-02-08,Win,Home,53,TOR,2,1,1.0,0.0,1.0,MIN
2017-02-10,Loss,Home,54,NOP,2,1,2.0,1.0,0.0,MIN
2017-02-12,Win,Home,55,CHI,2,1,2.0,1.0,0.0,MIN
2017-02-14,Loss,Home,56,CLE,2,1,8.0,7.0,-6.0,MIN
2017-02-15,Win,Away,57,DEN,1,0,8.0,7.0,-7.0,MIN
2017-02-24,Win,Home,58,DAL,9,8,1.0,0.0,8.0,MIN
2017-02-25,Loss,Away,59,HOU,1,0,8.0,7.0,-7.0,MIN
2017-02-27,Win,Away,60,SAC,2,1,2.0,1.0,0.0,MIN
2017-03-01,Win,Away,61,UTA,2,1,1.0,0.0,1.0,MIN
2017-03-04,Loss,Away,62,SAS,3,2,2.0,1.0,1.0,MIN
2017-03-08,Win,Home,63,LAC,4,3,2.0,1.0,2.0,MIN
2017-03-10,Win,Home,64,GSW,2,1,2.0,1.0,0.0,MIN
2017-03-11,Loss,Away,65,MIL,1,0,1.0,0.0,0.0,MIN
2017-03-13,Win,Home,66,WAS,2,1,2.0,1.0,0.0,MIN
2017-03-15,Loss,Away,67,BOS,2,1,2.0,1.0,0.0,MIN
2017-03-17,Loss,Away,68,MIA,2,1,3.0,2.0,-1.0,MIN
2017-03-19,Loss,Away,69,NOP,2,1,2.0,1.0,0.0,MIN
2017-03-21,Loss,Home,70,SAS,2,1,2.0,1.0,0.0,MIN
2017-03-24,Loss,Away,71,LAL,3,2,2.0,1.0,1.0,MIN
2017-03-25,Loss,Away,72,POR,1,0,2.0,1.0,-1.0,MIN
2017-03-28,Win,Away,73,IND,3,2,2.0,1.0,1.0,MIN
2017-03-30,Win,Home,74,LAL,2,1,2.0,1.0,0.0,MIN
2017-04-01,Loss,Home,75,SAC,2,1,2.0,1.0,0.0,MIN
2017-04-03,Win,Home,76,POR,2,1,2.0,1.0,0.0,MIN
2017-04-04,Loss,Away,77,GSW,1,0,2.0,1.0,-1.0,MIN
2017-04-06,Loss,Away,78,POR,2,1,1.0,0.0,1.0,MIN
2017-04-07,Loss,Away,79,UTA,1,0,3.0,2.0,-2.0,MIN
2017-04-09,Loss,Away,80,LAL,2,1,2.0,1.0,0.0,MIN
2017-04-11,Loss,Home,81,OKC,2,1,2.0,1.0,0.0,MIN
2017-04-12,Loss,Away,82,HOU,1,0,2.0,1.0,-1.0,MIN
2016-10-25,Win,Away,1,GSW,10,9,10.0,9.0,0.0,SAS
2016-10-27,Win,Away,2,SAC,2,1,1.0,0.0,1.0,SAS
2016-10-29,Win,Home,3,NOP,2,1,1.0,0.0,1.0,SAS
2016-10-30,Win,Away,4,MIA,1,0,2.0,1.0,-1.0,SAS
2016-11-01,Loss,Home,5,UTA,2,1,1.0,0.0,1.0,SAS
2016-11-04,Win,Away,6,UTA,3,2,2.0,1.0,1.0,SAS
2016-11-05,Loss,Home,7,LAC,1,0,2.0,1.0,-1.0,SAS
2016-11-09,Loss,Home,8,HOU,4,3,2.0,1.0,2.0,SAS
2016-11-11,Win,Home,9,DET,2,1,2.0,1.0,0.0,SAS
2016-11-12,Win,Away,10,HOU,1,0,2.0,1.0,-1.0,SAS
2016-11-14,Win,Home,11,MIA,2,1,2.0,1.0,0.0,SAS
2016-11-16,Win,Away,12,SAC,2,1,5.0,4.0,-3.0,SAS
2016-11-18,Win,Away,13,LAL,2,1,3.0,2.0,-1.0,SAS
2016-11-21,Win,Home,14,DAL,3,2,2.0,1.0,1.0,SAS
2016-11-23,Win,Away,15,CHO,2,1,2.0,1.0,0.0,SAS
2016-11-25,Win,Away,16,BOS,2,1,2.0,1.0,0.0,SAS
2016-11-26,Win,Away,17,WAS,1,0,2.0,1.0,-1.0,SAS
2016-11-29,Loss,Home,18,ORL,3,2,2.0,1.0,1.0,SAS
2016-11-30,Win,Away,19,DAL,1,0,2.0,1.0,-1.0,SAS
2016-12-02,Win,Home,20,WAS,2,1,1.0,0.0,1.0,SAS
2016-12-05,Win,Away,21,MIL,3,2,2.0,1.0,1.0,SAS
2016-12-06,Win,Away,22,MIN,1,0,2.0,1.0,-1.0,SAS
2016-12-08,Loss,Away,23,CHI,2,1,2.0,1.0,0.0,SAS
2016-12-10,Win,Home,24,BRK,2,1,2.0,1.0,0.0,SAS
2016-12-14,Win,Home,25,BOS,4,3,3.0,2.0,1.0,SAS
2016-12-15,Win,Away,26,PHO,1,0,2.0,1.0,-1.0,SAS
2016-12-18,Win,Home,27,NOP,3,2,2.0,1.0,1.0,SAS
2016-12-20,Win,Away,28,HOU,2,1,1.0,0.0,1.0,SAS
2016-12-22,Loss,Away,29,LAC,2,1,2.0,1.0,0.0,SAS
2016-12-23,Win,Away,30,POR,1,0,3.0,2.0,-2.0,SAS
2016-12-25,Win,Home,31,CHI,2,1,1.0,0.0,1.0,SAS
2016-12-28,Win,Home,32,PHO,3,2,2.0,1.0,1.0,SAS
2016-12-30,Win,Home,33,POR,2,1,3.0,2.0,-1.0,SAS
2017-01-01,Loss,Away,34,ATL,2,1,2.0,1.0,0.0,SAS
2017-01-03,Win,Home,35,TOR,2,1,2.0,1.0,0.0,SAS
2017-01-05,Win,Away,36,DEN,2,1,2.0,1.0,0.0,SAS
2017-01-07,Win,Home,37,CHO,2,1,1.0,0.0,1.0,SAS
2017-01-10,Loss,Home,38,MIL,3,2,3.0,2.0,0.0,SAS
2017-01-12,Win,Home,39,LAL,2,1,2.0,1.0,0.0,SAS
2017-01-14,Loss,Away,40,PHO,2,1,2.0,1.0,0.0,SAS
2017-01-17,Win,Home,41,MIN,3,2,2.0,1.0,1.0,SAS
2017-01-19,Win,Home,42,DEN,2,1,2.0,1.0,0.0,SAS
2017-01-21,Win,Away,43,CLE,2,1,2.0,1.0,0.0,SAS
2017-01-23,Win,Away,44,BRK,2,1,2.0,1.0,0.0,SAS
2017-01-24,Win,Away,45,TOR,1,0,2.0,1.0,-1.0,SAS
2017-01-27,Loss,Away,46,NOP,3,2,2.0,1.0,1.0,SAS
2017-01-29,Loss,Home,47,DAL,2,1,3.0,2.0,-1.0,SAS
2017-01-31,Win,Home,48,OKC,2,1,3.0,2.0,-1.0,SAS
2017-02-02,Win,Home,49,PHI,2,1,1.0,0.0,1.0,SAS
2017-02-04,Win,Home,50,DEN,2,1,1.0,0.0,1.0,SAS
2017-02-06,Loss,Away,51,MEM,2,1,2.0,1.0,0.0,SAS
2017-02-08,Win,Away,52,PHI,2,1,2.0,1.0,0.0,SAS
2017-02-10,Win,Away,53,DET,2,1,2.0,1.0,0.0,SAS
2017-02-12,Loss,Away,54,NYK,2,1,2.0,1.0,0.0,SAS
2017-02-13,Win,Away,55,IND,1,0,2.0,1.0,-1.0,SAS
2017-02-15,Win,Away,56,ORL,2,1,2.0,1.0,0.0,SAS
2017-02-24,Win,Away,57,LAC,9,8,8.0,7.0,1.0,SAS
2017-02-26,Win,Away,58,LAL,2,1,1.0,0.0,1.0,SAS
2017-03-01,Win,Home,59,IND,3,2,1.0,0.0,2.0,SAS
2017-03-03,Win,Away,60,NOP,2,1,1.0,0.0,1.0,SAS
2017-03-04,Win,Home,61,MIN,1,0,2.0,1.0,-1.0,SAS
2017-03-06,Win,Home,62,HOU,2,1,2.0,1.0,0.0,SAS
2017-03-08,Win,Home,63,SAC,2,1,1.0,0.0,1.0,SAS
2017-03-09,Loss,Away,64,OKC,1,0,2.0,1.0,-1.0,SAS
2017-03-11,Win,Home,65,GSW,2,1,2.0,1.0,0.0,SAS
2017-03-13,Win,Home,66,ATL,2,1,1.0,0.0,1.0,SAS
2017-03-15,Loss,Home,67,POR,2,1,1.0,0.0,1.0,SAS
2017-03-18,Loss,Away,68,MEM,3,2,2.0,1.0,1.0,SAS
2017-03-19,Win,Home,69,SAC,1,0,3.0,2.0,-2.0,SAS
2017-03-21,Win,Away,70,MIN,2,1,2.0,1.0,0.0,SAS
2017-03-23,Win,Home,71,MEM,2,1,3.0,2.0,-1.0,SAS
2017-03-25,Win,Home,72,NYK,2,1,1.0,0.0,1.0,SAS
2017-03-27,Win,Home,73,CLE,2,1,2.0,1.0,0.0,SAS
2017-03-29,Loss,Home,74,GSW,2,1,2.0,1.0,0.0,SAS
2017-03-31,Win,Away,75,OKC,2,1,2.0,1.0,0.0,SAS
2017-04-02,Win,Home,76,UTA,2,1,2.0,1.0,0.0,SAS
2017-04-04,Win,Home,77,MEM,2,1,2.0,1.0,0.0,SAS
2017-04-05,Loss,Home,78,LAL,1,0,3.0,2.0,-2.0,SAS
2017-04-07,Win,Away,79,DAL,2,1,2.0,1.0,0.0,SAS
2017-04-08,Loss,Home,80,LAC,1,0,3.0,2.0,-2.0,SAS
2017-04-10,Loss,Away,81,POR,2,1,2.0,1.0,0.0,SAS
2017-04-12,Loss,Away,82,UTA,2,1,2.0,1.0,0.0,SAS
2016-10-27,Win,Home,1,BOS,10,9,10.0,9.0,0.0,CHI
2016-10-29,Win,Home,2,IND,2,1,2.0,1.0,0.0,CHI
2016-10-31,Win,Away,3,BRK,2,1,1.0,0.0,1.0,CHI
2016-11-02,Loss,Away,4,BOS,2,1,4.0,3.0,-2.0,CHI
2016-11-04,Loss,Home,5,NYK,2,1,2.0,1.0,0.0,CHI
2016-11-05,Loss,Away,6,IND,1,0,2.0,1.0,-1.0,CHI
2016-11-07,Win,Home,7,ORL,2,1,2.0,1.0,0.0,CHI
2016-11-09,Loss,Away,8,ATL,2,1,1.0,0.0,1.0,CHI
2016-11-10,Win,Away,9,MIA,1,0,2.0,1.0,-1.0,CHI
2016-11-12,Win,Home,10,WAS,2,1,4.0,3.0,-2.0,CHI
2016-11-15,Win,Away,11,POR,3,2,2.0,1.0,1.0,CHI
2016-11-17,Win,Away,12,UTA,2,1,2.0,1.0,0.0,CHI
2016-11-19,Loss,Away,13,LAC,2,1,2.0,1.0,0.0,CHI
2016-11-20,Win,Away,14,LAL,1,0,2.0,1.0,-1.0,CHI
2016-11-22,Loss,Away,15,DEN,2,1,1.0,0.0,1.0,CHI
2016-11-25,Win,Away,16,PHI,3,2,2.0,1.0,1.0,CHI
2016-11-30,Loss,Home,17,LAL,5,4,2.0,1.0,3.0,CHI
2016-12-02,Win,Home,18,CLE,2,1,1.0,0.0,1.0,CHI
2016-12-03,Loss,Away,19,DAL,1,0,2.0,1.0,-1.0,CHI
2016-12-05,Loss,Home,20,POR,2,1,3.0,2.0,-1.0,CHI
2016-12-06,Loss,Away,21,DET,1,0,2.0,1.0,-1.0,CHI
2016-12-08,Win,Home,22,SAS,2,1,1.0,0.0,1.0,CHI
2016-12-10,Win,Home,23,MIA,2,1,2.0,1.0,0.0,CHI
2016-12-13,Loss,Home,24,MIN,3,2,2.0,1.0,1.0,CHI
2016-12-15,Loss,Away,25,MIL,2,1,1.0,0.0,1.0,CHI
2016-12-16,Loss,Home,26,MIL,1,0,4.0,3.0,-3.0,CHI
2016-12-19,Win,Home,27,DET,3,2,3.0,2.0,0.0,CHI
2016-12-21,Loss,Home,28,WAS,2,1,2.0,1.0,0.0,CHI
2016-12-23,Loss,Away,29,CHO,2,1,3.0,2.0,-1.0,CHI
2016-12-25,Loss,Away,30,SAS,2,1,1.0,0.0,1.0,CHI
2016-12-26,Win,Home,31,IND,1,0,2.0,1.0,-1.0,CHI
2016-12-28,Win,Home,32,BRK,2,1,2.0,1.0,0.0,CHI
2016-12-30,Loss,Away,33,IND,2,1,2.0,1.0,0.0,CHI
2016-12-31,Loss,Home,34,MIL,1,0,2.0,1.0,-1.0,CHI
2017-01-02,Win,Home,35,CHO,2,1,2.0,1.0,0.0,CHI
2017-01-04,Win,Away,36,CLE,2,1,2.0,1.0,0.0,CHI
2017-01-07,Win,Home,37,TOR,3,2,1.0,0.0,2.0,CHI
2017-01-09,Loss,Home,38,OKC,2,1,2.0,1.0,0.0,CHI
2017-01-10,Loss,Away,39,WAS,1,0,3.0,2.0,-2.0,CHI
2017-01-12,Loss,Away,40,NYK,2,1,1.0,0.0,1.0,CHI
