dates,results,locations,game_nums,opponent,date_diff,rest,opp_date_diff,opp_rest,rest_diff,abbrv
2017-01-14,Win,Home,41,NOP,2,1,2.0,1.0,0.0,CHI
2017-01-15,Win,Away,42,MEM,1,0,2.0,1.0,-1.0,CHI
2017-01-17,Loss,Home,43,DAL,2,1,1.0,0.0,1.0,CHI
2017-01-20,Loss,Away,44,ATL,3,2,1.0,0.0,2.0,CHI
2017-01-21,Win,Home,45,SAC,1,0,2.0,1.0,-1.0,CHI
2017-01-24,Win,Away,46,ORL,3,2,2.0,1.0,1.0,CHI
2017-01-25,Loss,Home,47,ATL,1,0,2.0,1.0,-1.0,CHI
2017-01-27,Loss,Home,48,MIA,2,1,1.0,0.0,1.0,CHI
2017-01-29,Win,Home,49,PHI,2,1,1.0,0.0,1.0,CHI
2017-02-01,Win,Away,50,OKC,3,2,1.0,0.0,2.0,CHI
2017-02-03,Loss,Away,51,HOU,2,1,2.0,1.0,0.0,CHI
2017-02-06,Win,Away,52,SAC,3,2,2.0,1.0,1.0,CHI
2017-02-08,Loss,Away,53,GSW,2,1,2.0,1.0,0.0,CHI
2017-02-10,Loss,Away,54,PHO,2,1,2.0,1.0,0.0,CHI
2017-02-12,Loss,Away,55,MIN,2,1,2.0,1.0,0.0,CHI
2017-02-14,Win,Home,56,TOR,2,1,2.0,1.0,0.0,CHI
2017-02-16,Win,Home,57,BOS,2,1,1.0,0.0,1.0,CHI
2017-02-24,Win,Home,58,PHO,8,7,9.0,8.0,-1.0,CHI
2017-02-25,Win,Away,59,CLE,1,0,2.0,1.0,-1.0,CHI
2017-02-28,Loss,Home,60,DEN,3,2,2.0,1.0,1.0,CHI
2017-03-02,Win,Home,61,GSW,2,1,2.0,1.0,0.0,CHI
2017-03-04,Loss,Home,62,LAC,2,1,1.0,0.0,1.0,CHI
2017-03-06,Loss,Away,63,DET,2,1,2.0,1.0,0.0,CHI
2017-03-08,Loss,Away,64,ORL,2,1,1.0,0.0,1.0,CHI
2017-03-10,Loss,Home,65,HOU,2,1,2.0,1.0,0.0,CHI
2017-03-12,Loss,Away,66,BOS,2,1,2.0,1.0,0.0,CHI
2017-03-13,Win,Away,67,CHO,1,0,2.0,1.0,-1.0,CHI
2017-03-15,Loss,Home,68,MEM,2,1,2.0,1.0,0.0,CHI
2017-03-17,Loss,Away,69,WAS,2,1,1.0,0.0,1.0,CHI
2017-03-18,Win,Home,70,UTA,1,0,2.0,1.0,-1.0,CHI
2017-03-21,Loss,Away,71,TOR,3,2,2.0,1.0,1.0,CHI
2017-03-22,Win,Home,72,DET,1,0,1.0,0.0,0.0,CHI
2017-03-24,Loss,Home,73,PHI,2,1,2.0,1.0,0.0,CHI
2017-03-26,Win,Away,74,MIL,2,1,2.0,1.0,0.0,CHI
2017-03-30,Win,Home,75,CLE,4,3,1.0,0.0,3.0,CHI
2017-04-01,Win,Home,76,ATL,2,1,3.0,2.0,-1.0,CHI
2017-04-02,Win,Away,77,NOP,1,0,2.0,1.0,-1.0,CHI
2017-04-04,Loss,Away,78,NYK,2,1,2.0,1.0,0.0,CHI
2017-04-06,Win,Away,79,PHI,2,1,2.0,1.0,0.0,CHI
2017-04-08,Loss,Away,80,BRK,2,1,2.0,1.0,0.0,CHI
2017-04-10,Win,Home,81,ORL,2,1,2.0,1.0,0.0,CHI
2017-04-12,Win,Home,82,BRK,2,1,2.0,1.0,0.0,CHI
2016-10-26,Loss,Away,1,LAL,10,9,10.0,9.0,0.0,HOU
2016-10-28,Win,Away,2,DAL,2,1,2.0,1.0,0.0,HOU
2016-10-30,Win,Home,3,DAL,2,1,2.0,1.0,0.0,HOU
2016-11-01,Loss,Away,4,CLE,2,1,3.0,2.0,-1.0,HOU
2016-11-02,Win,Away,5,NYK,1,0,2.0,1.0,-1.0,HOU
2016-11-05,Loss,Away,6,ATL,3,2,1.0,0.0,2.0,HOU
2016-11-07,Win,Away,7,WAS,2,1,2.0,1.0,0.0,HOU
2016-11-09,Win,Away,8,SAS,2,1,4.0,3.0,-2.0,HOU
2016-11-12,Loss,Home,9,SAS,3,2,2.0,1.0,1.0,HOU
2016-11-14,Win,Home,10,PHI,2,1,2.0,1.0,0.0,HOU
2016-11-16,Loss,Away,11,OKC,2,1,1.0,0.0,1.0,HOU
2016-11-17,Win,Home,12,POR,1,0,2.0,1.0,-1.0,HOU
2016-11-19,Win,Home,13,UTA,2,1,3.0,2.0,-1.0,HOU
2016-11-21,Win,Away,14,DET,2,1,1.0,0.0,1.0,HOU
2016-11-23,Loss,Home,15,TOR,2,1,2.0,1.0,0.0,HOU
2016-11-25,Win,Away,16,SAC,2,1,2.0,1.0,0.0,HOU
2016-11-27,Win,Away,17,POR,2,1,1.0,0.0,1.0,HOU
2016-11-29,Loss,Away,18,UTA,2,1,3.0,2.0,-1.0,HOU
2016-12-01,Win,Away,19,GSW,2,1,3.0,2.0,-1.0,HOU
2016-12-02,Win,Away,20,DEN,1,0,1.0,0.0,0.0,HOU
2016-12-05,Win,Home,21,BOS,3,2,2.0,1.0,1.0,HOU
2016-12-07,Win,Home,22,LAL,2,1,1.0,0.0,1.0,HOU
2016-12-09,Win,Away,23,OKC,2,1,4.0,3.0,-2.0,HOU
2016-12-10,Win,Home,24,DAL,1,0,2.0,1.0,-1.0,HOU
2016-12-12,Win,Home,25,BRK,2,1,2.0,1.0,0.0,HOU
2016-12-14,Win,Home,26,SAC,2,1,2.0,1.0,0.0,HOU
2016-12-16,Win,Home,27,NOP,2,1,2.0,1.0,0.0,HOU
2016-12-17,Win,Away,28,MIN,1,0,2.0,1.0,-1.0,HOU
2016-12-20,Loss,Home,29,SAS,3,2,2.0,1.0,1.0,HOU
2016-12-21,Win,Away,30,PHO,1,0,2.0,1.0,-1.0,HOU
2016-12-23,Loss,Away,31,MEM,2,1,1.0,0.0,1.0,HOU
2016-12-26,Win,Home,32,PHO,3,2,2.0,1.0,1.0,HOU
2016-12-27,Win,Away,33,DAL,1,0,2.0,1.0,-1.0,HOU
2016-12-30,Win,Home,34,LAC,3,2,2.0,1.0,1.0,HOU
2016-12-31,Win,Home,35,NYK,1,0,2.0,1.0,-1.0,HOU
2017-01-02,Win,Home,36,WAS,2,1,2.0,1.0,0.0,HOU
2017-01-05,Win,Home,37,OKC,3,2,1.0,0.0,2.0,HOU
2017-01-06,Win,Away,38,ORL,1,0,2.0,1.0,-1.0,HOU
2017-01-08,Win,Away,39,TOR,2,1,3.0,2.0,-1.0,HOU
2017-01-10,Win,Home,40,CHO,2,1,3.0,2.0,-1.0,HOU
2017-01-11,Loss,Away,41,MIN,1,0,2.0,1.0,-1.0,HOU
2017-01-13,Loss,Home,42,MEM,2,1,2.0,1.0,0.0,HOU
2017-01-15,Win,Away,43,BRK,2,1,1.0,0.0,1.0,HOU
2017-01-17,Loss,Away,44,MIA,2,1,2.0,1.0,0.0,HOU
2017-01-18,Win,Home,45,MIL,1,0,2.0,1.0,-1.0,HOU
2017-01-20,Loss,Home,46,GSW,2,1,2.0,1.0,0.0,HOU
2017-01-21,Win,Away,47,MEM,1,0,4.0,3.0,-3.0,HOU
2017-01-23,Loss,Away,48,MIL,2,1,4.0,3.0,-2.0,HOU
2017-01-25,Loss,Away,49,BOS,2,1,2.0,1.0,0.0,HOU
2017-01-27,Win,Away,50,PHI,2,1,2.0,1.0,0.0,HOU
2017-01-29,Loss,Away,51,IND,2,1,2.0,1.0,0.0,HOU
2017-01-31,Win,Home,52,SAC,2,1,2.0,1.0,0.0,HOU
2017-02-02,Loss,Home,53,ATL,2,1,2.0,1.0,0.0,HOU
2017-02-03,Win,Home,54,CHI,1,0,2.0,1.0,-1.0,HOU
2017-02-07,Win,Home,55,ORL,4,3,2.0,1.0,2.0,HOU
2017-02-09,Win,Away,56,CHO,2,1,2.0,1.0,0.0,HOU
2017-02-11,Win,Home,57,PHO,2,1,2.0,1.0,0.0,HOU
2017-02-15,Loss,Home,58,MIA,4,3,9.0,8.0,-5.0,HOU
2017-02-23,Win,Away,59,NOP,8,7,2.0,1.0,6.0,HOU
2017-02-25,Win,Home,60,MIN,2,1,2.0,1.0,0.0,HOU
2017-02-27,Loss,Home,61,IND,2,1,2.0,1.0,0.0,HOU
2017-03-01,Win,Away,62,LAC,2,1,1.0,0.0,1.0,HOU
2017-03-04,Win,Home,63,MEM,3,2,1.0,0.0,2.0,HOU
2017-03-06,Loss,Away,64,SAS,2,1,1.0,0.0,1.0,HOU
2017-03-08,Loss,Home,65,UTA,2,1,2.0,1.0,0.0,HOU
2017-03-10,Win,Away,66,CHI,2,1,2.0,1.0,0.0,HOU
2017-03-12,Win,Home,67,CLE,2,1,2.0,1.0,0.0,HOU
2017-03-15,Win,Home,68,LAL,3,2,2.0,1.0,1.0,HOU
2017-03-17,Loss,Away,69,NOP,2,1,2.0,1.0,0.0,HOU
2017-03-18,Win,Away,70,DEN,1,0,2.0,1.0,-1.0,HOU
2017-03-20,Win,Home,71,DEN,2,1,2.0,1.0,0.0,HOU
2017-03-24,Win,Home,72,NOP,4,3,3.0,2.0,1.0,HOU
2017-03-26,Win,Home,73,OKC,2,1,1.0,0.0,1.0,HOU
2017-03-28,Loss,Home,74,GSW,2,1,2.0,1.0,0.0,HOU
2017-03-30,Loss,Away,75,POR,2,1,2.0,1.0,0.0,HOU
2017-03-31,Loss,Away,76,GSW,1,0,2.0,1.0,-1.0,HOU
2017-04-02,Win,Away,77,PHO,2,1,2.0,1.0,0.0,HOU
2017-04-05,Win,Home,78,DEN,3,2,1.0,0.0,2.0,HOU
2017-04-07,Loss,Home,79,DET,2,1,2.0,1.0,0.0,HOU
2017-04-09,Win,Away,80,SAC,2,1,2.0,1.0,0.0,HOU
2017-04-10,Loss,Away,81,LAC,1,0,2.0,1.0,-1.0,HOU
2017-04-12,Win,Home,82,MIN,2,1,1.0,0.0,1.0,HOU
2016-10-26,Win,Away,1,MIL,10,9,10.0,9.0,0.0,CHO
2016-10-28,Win,Away,2,MIA,2,1,2.0,1.0,0.0,CHO
2016-10-29,Loss,Home,3,BOS,1,0,2.0,1.0,-1.0,CHO
2016-11-02,Win,Home,4,PHI,4,3,1.0,0.0,3.0,CHO
2016-11-04,Win,Away,5,BRK,2,1,2.0,1.0,0.0,CHO
2016-11-07,Win,Home,6,IND,3,2,2.0,1.0,1.0,CHO
2016-11-09,Win,Home,7,UTA,2,1,2.0,1.0,0.0,CHO
2016-11-11,Loss,Home,8,TOR,2,1,2.0,1.0,0.0,CHO
2016-11-13,Loss,Away,9,CLE,2,1,2.0,1.0,0.0,CHO
2016-11-15,Win,Away,10,MIN,2,1,2.0,1.0,0.0,CHO
2016-11-18,Win,Home,11,ATL,3,2,1.0,0.0,2.0,CHO
2016-11-19,Loss,Away,12,NOP,1,0,2.0,1.0,-1.0,CHO
2016-11-21,Loss,Home,13,MEM,2,1,1.0,0.0,1.0,CHO
2016-11-23,Loss,Home,14,SAS,2,1,3.0,2.0,-1.0,CHO
2016-11-25,Loss,Away,15,NYK,2,1,3.0,2.0,-1.0,CHO
2016-11-26,Win,Home,16,NYK,1,0,1.0,0.0,0.0,CHO
2016-11-28,Win,Away,17,MEM,2,1,1.0,0.0,1.0,CHO
2016-11-29,Loss,Home,18,DET,1,0,1.0,0.0,0.0,CHO
2016-12-01,Win,Home,19,DAL,2,1,2.0,1.0,0.0,CHO
2016-12-03,Loss,Home,20,MIN,2,1,1.0,0.0,1.0,CHO
2016-12-05,Win,Away,21,DAL,2,1,2.0,1.0,0.0,CHO
2016-12-07,Win,Home,22,DET,2,1,2.0,1.0,0.0,CHO
2016-12-09,Win,Home,23,ORL,2,1,1.0,0.0,1.0,CHO
2016-12-10,Loss,Away,24,CLE,1,0,1.0,0.0,0.0,CHO
2016-12-12,Loss,Away,25,IND,2,1,2.0,1.0,0.0,CHO
2016-12-14,Loss,Away,26,WAS,2,1,2.0,1.0,0.0,CHO
2016-12-16,Loss,Away,27,BOS,2,1,2.0,1.0,0.0,CHO
2016-12-17,Win,Away,28,ATL,1,0,2.0,1.0,-1.0,CHO
2016-12-20,Win,Home,29,LAL,3,2,2.0,1.0,1.0,CHO
2016-12-23,Win,Home,30,CHI,3,2,2.0,1.0,1.0,CHO
2016-12-26,Loss,Away,31,BRK,3,2,2.0,1.0,1.0,CHO
2016-12-28,Win,Away,32,ORL,2,1,1.0,0.0,1.0,CHO
2016-12-29,Win,Home,33,MIA,1,0,2.0,1.0,-1.0,CHO
2016-12-31,Loss,Home,34,CLE,2,1,2.0,1.0,0.0,CHO
2017-01-02,Loss,Away,35,CHI,2,1,2.0,1.0,0.0,CHO
2017-01-04,Win,Home,36,OKC,2,1,2.0,1.0,0.0,CHO
2017-01-05,Loss,Away,37,DET,1,0,2.0,1.0,-1.0,CHO
2017-01-07,Loss,Away,38,SAS,2,1,3.0,2.0,-1.0,CHO
2017-01-10,Loss,Away,39,HOU,3,2,2.0,1.0,1.0,CHO
2017-01-13,Loss,Away,40,PHI,3,2,2.0,1.0,1.0,CHO
2017-01-16,Loss,Away,41,BOS,3,2,3.0,2.0,0.0,CHO
2017-01-18,Win,Home,42,POR,2,1,2.0,1.0,0.0,CHO
2017-01-20,Win,Home,43,TOR,2,1,2.0,1.0,0.0,CHO
2017-01-21,Win,Home,44,BRK,1,0,2.0,1.0,-1.0,CHO
2017-01-23,Loss,Home,45,WAS,2,1,1.0,0.0,1.0,CHO
2017-01-25,Loss,Home,46,GSW,2,1,2.0,1.0,0.0,CHO
2017-01-27,Loss,Away,47,NYK,2,1,2.0,1.0,0.0,CHO
2017-01-28,Loss,Home,48,SAC,1,0,2.0,1.0,-1.0,CHO
2017-01-31,Loss,Away,49,POR,3,2,2.0,1.0,1.0,CHO
2017-02-01,Loss,Away,50,GSW,1,0,1.0,0.0,0.0,CHO
2017-02-04,Loss,Away,51,UTA,3,2,3.0,2.0,0.0,CHO
2017-02-07,Win,Home,52,BRK,3,2,2.0,1.0,1.0,CHO
2017-02-09,Loss,Home,53,HOU,2,1,2.0,1.0,0.0,CHO
2017-02-11,Loss,Home,54,LAC,2,1,3.0,2.0,-1.0,CHO
2017-02-13,Loss,Home,55,PHI,2,1,2.0,1.0,0.0,CHO
2017-02-15,Loss,Away,56,TOR,2,1,2.0,1.0,0.0,CHO
2017-02-23,Loss,Away,57,DET,8,7,2.0,1.0,6.0,CHO
2017-02-25,Win,Away,58,SAC,2,1,8.0,7.0,-6.0,CHO
2017-02-26,Loss,Away,59,LAC,1,0,2.0,1.0,-1.0,CHO
2017-02-28,Win,Away,60,LAL,2,1,2.0,1.0,0.0,CHO
2017-03-02,Loss,Away,61,PHO,2,1,2.0,1.0,0.0,CHO
2017-03-04,Win,Away,62,DEN,2,1,3.0,2.0,-1.0,CHO
2017-03-06,Win,Home,63,IND,2,1,1.0,0.0,1.0,CHO
2017-03-08,Loss,Away,64,MIA,2,1,2.0,1.0,0.0,CHO
2017-03-10,Win,Home,65,ORL,2,1,2.0,1.0,0.0,CHO
2017-03-11,Loss,Home,66,NOP,1,0,3.0,2.0,-2.0,CHO
2017-03-13,Loss,Home,67,CHI,2,1,1.0,0.0,1.0,CHO
2017-03-15,Loss,Away,68,IND,2,1,1.0,0.0,1.0,CHO
2017-03-18,Win,Home,69,WAS,3,2,1.0,0.0,2.0,CHO
2017-03-20,Win,Home,70,ATL,2,1,2.0,1.0,0.0,CHO
2017-03-22,Win,Away,71,ORL,2,1,3.0,2.0,-1.0,CHO
2017-03-24,Loss,Home,72,CLE,2,1,1.0,0.0,1.0,CHO
2017-03-26,Win,Home,73,PHO,2,1,1.0,0.0,1.0,CHO
2017-03-28,Loss,Home,74,MIL,2,1,2.0,1.0,0.0,CHO
2017-03-29,Win,Away,75,TOR,1,0,2.0,1.0,-1.0,CHO
2017-03-31,Win,Home,76,DEN,2,1,2.0,1.0,0.0,CHO
2017-04-02,Win,Away,77,OKC,2,1,2.0,1.0,0.0,CHO
2017-04-04,Loss,Away,78,WAS,2,1,2.0,1.0,0.0,CHO
2017-04-05,Loss,Home,79,MIA,1,0,2.0,1.0,-1.0,CHO
2017-04-08,Loss,Home,80,BOS,3,2,2.0,1.0,1.0,CHO
2017-04-10,Loss,Away,81,MIL,2,1,2.0,1.0,0.0,CHO
2017-04-11,Loss,Away,82,ATL,1,0,1.0,0.0,0.0,CHO
2016-10-26,Win,Home,1,HOU,10,9,10.0,9.0,0.0,LAL
2016-10-28,Loss,Away,2,UTA,2,1,3.0,2.0,-1.0,LAL
2016-10-30,Loss,Away,3,OKC,2,1,2.0,1.0,0.0,LAL
2016-11-01,Loss,Away,4,IND,2,1,3.0,2.0,-1.0,LAL
2016-11-02,Win,Away,5,ATL,1,0,2.0,1.0,-1.0,LAL
2016-11-04,Win,Home,6,GSW,2,1,1.0,0.0,1.0,LAL
2016-11-06,Win,Home,7,PHO,2,1,2.0,1.0,0.0,LAL
2016-11-08,Loss,Home,8,DAL,2,1,1.0,0.0,1.0,LAL
2016-11-10,Win,Away,9,SAC,2,1,2.0,1.0,0.0,LAL
2016-11-12,Win,Away,10,NOP,2,1,2.0,1.0,0.0,LAL
2016-11-13,Loss,Away,11,MIN,1,0,2.0,1.0,-1.0,LAL
2016-11-15,Win,Home,12,BRK,2,1,3.0,2.0,-1.0,LAL
2016-11-18,Loss,Home,13,SAS,3,2,2.0,1.0,1.0,LAL
2016-11-20,Loss,Home,14,CHI,2,1,1.0,0.0,1.0,LAL
2016-11-22,Win,Home,15,OKC,2,1,2.0,1.0,0.0,LAL
2016-11-23,Loss,Away,16,GSW,1,0,2.0,1.0,-1.0,LAL
2016-11-25,Loss,Home,17,GSW,2,1,1.0,0.0,1.0,LAL
2016-11-27,Win,Home,18,ATL,2,1,1.0,0.0,1.0,LAL
2016-11-29,Loss,Away,19,NOP,2,1,2.0,1.0,0.0,LAL
2016-11-30,Win,Away,20,CHI,1,0,2.0,1.0,-1.0,LAL
2016-12-02,Loss,Away,21,TOR,2,1,2.0,1.0,0.0,LAL
2016-12-03,Loss,Away,22,MEM,1,0,2.0,1.0,-1.0,LAL
2016-12-05,Loss,Home,23,UTA,2,1,1.0,0.0,1.0,LAL
2016-12-07,Loss,Away,24,HOU,2,1,1.0,0.0,1.0,LAL
2016-12-09,Loss,Home,25,PHO,2,1,2.0,1.0,0.0,LAL
2016-12-11,Loss,Home,26,NYK,2,1,2.0,1.0,0.0,LAL
2016-12-12,Loss,Away,27,SAC,1,0,2.0,1.0,-1.0,LAL
2016-12-14,Loss,Away,28,BRK,2,1,2.0,1.0,0.0,LAL
2016-12-16,Win,Away,29,PHI,2,1,3.0,2.0,-1.0,LAL
2016-12-17,Loss,Away,30,CLE,1,0,1.0,0.0,0.0,LAL
2016-12-20,Loss,Away,31,CHO,3,2,3.0,2.0,0.0,LAL
2016-12-22,Loss,Away,32,MIA,2,1,4.0,3.0,-2.0,LAL
2016-12-23,Loss,Away,33,ORL,1,0,3.0,2.0,-2.0,LAL
2016-12-25,Win,Home,34,LAC,2,1,2.0,1.0,0.0,LAL
2016-12-27,Loss,Home,35,UTA,2,1,2.0,1.0,0.0,LAL
2016-12-29,Loss,Home,36,DAL,2,1,2.0,1.0,0.0,LAL
2017-01-01,Loss,Home,37,TOR,3,2,1.0,0.0,2.0,LAL
2017-01-03,Win,Home,38,MEM,2,1,1.0,0.0,1.0,LAL
2017-01-05,Loss,Away,39,POR,2,1,3.0,2.0,-1.0,LAL
2017-01-06,Win,Home,40,MIA,1,0,2.0,1.0,-1.0,LAL
2017-01-08,Win,Home,41,ORL,2,1,2.0,1.0,0.0,LAL
2017-01-10,Loss,Home,42,POR,2,1,2.0,1.0,0.0,LAL
2017-01-12,Loss,Away,43,SAS,2,1,2.0,1.0,0.0,LAL
2017-01-14,Loss,Away,44,LAC,2,1,3.0,2.0,-1.0,LAL
2017-01-15,Loss,Home,45,DET,1,0,3.0,2.0,-2.0,LAL
2017-01-17,Loss,Home,46,DEN,2,1,2.0,1.0,0.0,LAL
2017-01-20,Win,Home,47,IND,3,2,2.0,1.0,1.0,LAL
2017-01-22,Loss,Away,48,DAL,2,1,1.0,0.0,1.0,LAL
2017-01-25,Loss,Away,49,POR,3,2,2.0,1.0,1.0,LAL
2017-01-26,Loss,Away,50,UTA,1,0,4.0,3.0,-3.0,LAL
2017-01-31,Win,Home,51,DEN,5,4,2.0,1.0,3.0,LAL
2017-02-02,Loss,Away,52,WAS,2,1,2.0,1.0,0.0,LAL
2017-02-03,Loss,Away,53,BOS,1,0,1.0,0.0,0.0,LAL
2017-02-06,Win,Away,54,NYK,3,2,2.0,1.0,1.0,LAL
2017-02-08,Loss,Away,55,DET,2,1,2.0,1.0,0.0,LAL
2017-02-10,Win,Away,56,MIL,2,1,9.0,8.0,-7.0,LAL
2017-02-14,Loss,Home,57,SAC,4,3,1.0,0.0,3.0,LAL
2017-02-15,Loss,Away,58,PHO,1,0,9.0,8.0,-8.0,LAL
2017-02-24,Loss,Away,59,OKC,9,8,2.0,1.0,7.0,LAL
2017-02-26,Loss,Home,60,SAS,2,1,2.0,1.0,0.0,LAL
2017-02-28,Loss,Home,61,CHO,2,1,2.0,1.0,0.0,LAL
2017-03-03,Loss,Home,62,BOS,3,2,2.0,1.0,1.0,LAL
2017-03-05,Loss,Home,63,NOP,2,1,2.0,1.0,0.0,LAL
2017-03-07,Loss,Away,64,DAL,2,1,3.0,2.0,-1.0,LAL
2017-03-09,Win,Away,65,PHO,2,1,2.0,1.0,0.0,LAL
2017-03-12,Loss,Home,66,PHI,3,2,1.0,0.0,2.0,LAL
2017-03-13,Loss,Away,67,DEN,1,0,2.0,1.0,-1.0,LAL
2017-03-15,Loss,Away,68,HOU,2,1,3.0,2.0,-1.0,LAL
2017-03-17,Loss,Home,69,MIL,2,1,1.0,0.0,1.0,LAL
2017-03-19,Loss,Home,70,CLE,2,1,3.0,2.0,-1.0,LAL
2017-03-21,Loss,Home,71,LAC,2,1,2.0,1.0,0.0,LAL
2017-03-24,Win,Home,72,MIN,3,2,1.0,0.0,2.0,LAL
2017-03-26,Loss,Home,73,POR,2,1,1.0,0.0,1.0,LAL
2017-03-28,Loss,Home,74,WAS,2,1,3.0,2.0,-1.0,LAL
2017-03-30,Loss,Away,75,MIN,2,1,2.0,1.0,0.0,LAL
2017-04-01,Loss,Away,76,LAC,2,1,3.0,2.0,-1.0,LAL
2017-04-02,Win,Home,77,MEM,1,0,2.0,1.0,-1.0,LAL
2017-04-05,Win,Away,78,SAS,3,2,1.0,0.0,2.0,LAL
2017-04-07,Win,Home,79,SAC,2,1,3.0,2.0,-1.0,LAL
2017-04-09,Win,Home,80,MIN,2,1,2.0,1.0,0.0,LAL
2017-04-11,Win,Home,81,NOP,2,1,3.0,2.0,-1.0,LAL
2017-04-12,Loss,Away,82,GSW,1,0,2.0,1.0,-1.0,LAL
2016-10-26,Loss,Away,1,TOR,10,9,10.0,9.0,0.0,DET
2016-10-28,Win,Home,2,ORL,2,1,2.0,1.0,0.0,DET
2016-10-30,Win,Home,3,MIL,2,1,1.0,0.0,1.0,DET
2016-11-01,Win,Home,4,NYK,2,1,1.0,0.0,1.0,DET
2016-11-02,Loss,Away,5,BRK,1,0,2.0,1.0,-1.0,DET
2016-11-05,Win,Home,6,DEN,3,2,1.0,0.0,2.0,DET
2016-11-07,Loss,Away,7,LAC,2,1,2.0,1.0,0.0,DET
2016-11-09,Loss,Away,8,PHO,2,1,2.0,1.0,0.0,DET
2016-11-11,Loss,Away,9,SAS,2,1,2.0,1.0,0.0,DET
2016-11-12,Win,Away,10,DEN,1,0,1.0,0.0,0.0,DET
2016-11-14,Win,Home,11,OKC,2,1,1.0,0.0,1.0,DET
2016-11-16,Loss,Away,12,NYK,2,1,1.0,0.0,1.0,DET
2016-11-18,Loss,Away,13,CLE,2,1,5.0,4.0,-3.0,DET
2016-11-19,Loss,Home,14,BOS,1,0,2.0,1.0,-1.0,DET
2016-11-21,Loss,Home,15,HOU,2,1,2.0,1.0,0.0,DET
2016-11-23,Win,Home,16,MIA,2,1,1.0,0.0,1.0,DET
2016-11-25,Win,Home,17,LAC,2,1,2.0,1.0,0.0,DET
2016-11-26,Loss,Away,18,OKC,1,0,1.0,0.0,0.0,DET
2016-11-29,Win,Away,19,CHO,3,2,2.0,1.0,1.0,DET
2016-11-30,Win,Away,20,BOS,1,0,1.0,0.0,0.0,DET
2016-12-02,Win,Away,21,ATL,2,1,1.0,0.0,1.0,DET
2016-12-04,Loss,Home,22,ORL,2,1,2.0,1.0,0.0,DET
2016-12-06,Win,Home,23,CHI,2,1,2.0,1.0,0.0,DET
2016-12-07,Loss,Away,24,CHO,1,0,1.0,0.0,0.0,DET
2016-12-09,Win,Away,25,MIN,2,1,2.0,1.0,0.0,DET
2016-12-11,Loss,Home,26,PHI,2,1,2.0,1.0,0.0,DET
2016-12-14,Win,Away,27,DAL,3,2,2.0,1.0,1.0,DET
2016-12-16,Loss,Away,28,WAS,2,1,2.0,1.0,0.0,DET
2016-12-17,Loss,Home,29,IND,1,0,2.0,1.0,-1.0,DET
2016-12-19,Loss,Away,30,CHI,2,1,2.0,1.0,0.0,DET
2016-12-21,Loss,Home,31,MEM,2,1,1.0,0.0,1.0,DET
2016-12-23,Loss,Home,32,GSW,2,1,2.0,1.0,0.0,DET
2016-12-26,Win,Home,33,CLE,3,2,2.0,1.0,1.0,DET
2016-12-28,Loss,Home,34,MIL,2,1,2.0,1.0,0.0,DET
2016-12-30,Loss,Away,35,ATL,2,1,3.0,2.0,-1.0,DET
2017-01-01,Win,Away,36,MIA,2,1,2.0,1.0,0.0,DET
2017-01-03,Loss,Home,37,IND,2,1,2.0,1.0,0.0,DET
2017-01-05,Win,Home,38,CHO,2,1,2.0,1.0,0.0,DET
2017-01-08,Win,Away,39,POR,3,2,3.0,2.0,0.0,DET
2017-01-10,Loss,Away,40,SAC,2,1,2.0,1.0,0.0,DET
2017-01-12,Loss,Away,41,GSW,2,1,4.0,3.0,-2.0,DET
2017-01-13,Loss,Away,42,UTA,1,0,1.0,0.0,0.0,DET
2017-01-15,Win,Away,43,LAL,2,1,2.0,1.0,0.0,DET
2017-01-18,Win,Home,44,ATL,3,2,1.0,0.0,2.0,DET
2017-01-21,Win,Home,45,WAS,3,2,1.0,0.0,2.0,DET
2017-01-23,Loss,Home,46,SAC,2,1,2.0,1.0,0.0,DET
2017-01-28,Loss,Away,47,MIA,5,4,2.0,1.0,3.0,DET
2017-01-30,Loss,Away,48,BOS,2,1,2.0,1.0,0.0,DET
2017-02-01,Win,Home,49,NOP,2,1,2.0,1.0,0.0,DET
2017-02-03,Win,Home,50,MIN,2,1,2.0,1.0,0.0,DET
2017-02-04,Loss,Away,51,IND,1,0,2.0,1.0,-1.0,DET
2017-02-06,Win,Home,52,PHI,2,1,2.0,1.0,0.0,DET
2017-02-08,Win,Home,53,LAL,2,1,1.0,0.0,1.0,DET
2017-02-10,Loss,Home,54,SAS,2,1,2.0,1.0,0.0,DET
2017-02-12,Win,Away,55,TOR,2,1,4.0,3.0,-2.0,DET
2017-02-13,Loss,Away,56,MIL,1,0,9.0,8.0,-8.0,DET
2017-02-15,Win,Home,57,DAL,2,1,9.0,8.0,-7.0,DET
2017-02-23,Win,Home,58,CHO,8,7,2.0,1.0,6.0,DET
2017-02-26,Loss,Home,59,BOS,3,2,2.0,1.0,1.0,DET
2017-02-28,Win,Home,60,POR,2,1,2.0,1.0,0.0,DET
2017-03-01,Loss,Away,61,NOP,1,0,3.0,2.0,-2.0,DET
2017-03-04,Win,Away,62,PHI,3,2,1.0,0.0,2.0,DET
2017-03-06,Win,Home,63,CHI,2,1,2.0,1.0,0.0,DET
2017-03-08,Loss,Away,64,IND,2,1,2.0,1.0,0.0,DET
2017-03-09,Win,Home,65,CLE,1,0,1.0,0.0,0.0,DET
